Assist,Assist Outcome,Camera Angle,Chukka,Chukka Length,Club,Collision,Duration,Foul,Foul Outcome,Foul Type,Game,General Field Area,Goal,Highlight Reel,Instant Replay Official,Knock-in Player 2,Location,Match Date,Name,Penalties,Penalty Block,Penalty Outcome,Player,Position,Search Event,Set Play,Shot At Goal,Shot At Goal Outcome,Stage,Team,Third Umpire,Throw-in Outcome,Tournament,Umpire 1,Umpire 2,Umpire Focal,Umpire Trailing,Year
,,Live,Chukka 1,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Throw-in,,,,Ezequiel ‘Gallego’ Martinez Ferrario,59866,Search Livestream,Throw-in,,,Group,Cessna,Kimo Huddleston,Cessna win throw-in,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,63;26,February 12. 2020,Shot At Goal,,,,Felipe Viana,113533,Search Livestream,,Shot At Goal,Goal,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,Goal Park Place,,Horton Schwartz,,73;4,February 12. 2020,Goal Park Place,,,,Felipe Viana,115033,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
Alejandro Muzzio,Successful,Live,Chukka 1,,International Polo Club,,25000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Assist,,,,Alejandro Muzzio,131266,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Throw-in (1),,,,Nicolas ‘Nico’ Saenz,173200,Search Livestream,Throw-in,,,Group,Cessna,Kimo Huddleston,Cessna win throw-in,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,141;33,February 12. 2020,Shot At Goal (1),,,,Ezequiel ‘Gallego’ Martinez Ferrario,206900,Search Livestream,,Shot At Goal,Wide,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,40000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Knock In,,,,Felipe Viana,254466,Search Livestream,Knock In,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,20000,Non Call,,Right of Way,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Non Call,,,,,255166,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,83;22,February 12. 2020,Shot At Goal (2),,,,Nicolas ‘Nico’ Saenz,293866,Search Livestream,,Shot At Goal,Goal,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,Goal Cessna,,Horton Schwartz,,80;6,February 12. 2020,Goal Cessna,,,,Nicolas ‘Nico’ Saenz,295233,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,6000,,,,Cessna vs Park Place,,Handicap Goal Cessna,,Horton Schwartz,,,February 12. 2020,Handicap Goal Cessna,,,,,342733,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Throw-in (2),,,,Nicolas ‘Nico’ Saenz,353966,Search Livestream,Throw-in,,,Group,Cessna,Kimo Huddleston,Cessna win throw-in,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 60,,,Horton Schwartz,,86;58,February 12. 2020,Shot At Goal (3),,,,Nicolas ‘Nico’ Saenz,343166,Search Livestream,,Shot At Goal,Wide,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Free Hit,,,,Ezequiel ‘Gallego’ Martinez Ferrario,474466,Search Livestream,Free Hit,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,25000,Foul,Penalty 5,Crossing,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,92;16,February 12. 2020,Foul,,,,Felipe Marquez,473366,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,17;95,81;51,2020
,,Live,Chukka 1,,International Polo Club,,25000,Foul Received,Penalty 5,Crossing,Cessna vs Park Place,Defending 30,,,Horton Schwartz,,51;281,February 12. 2020,Foul Received,,,,Felipe Viana,473366,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,30000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Penalty 5,,,,Felipe Viana,656866,Search Livestream,Penalty 5,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,105;21,February 12. 2020,Shot At Goal (4),,,,Felipe Marquez,674500,Search Livestream,,Shot At Goal,Wide,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
Nicolas ‘Nico’ Saenz,Unsuccessful,Live,Chukka 2,,International Polo Club,,25000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Assist (1),,,,Nicolas ‘Nico’ Saenz,689800,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,40000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Knock In (1),,,,Felipe Viana,718366,Search Livestream,Knock In,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Free Hit (1),,,,Felipe Viana,745666,Search Livestream,Free Hit,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,56;13,February 12. 2020,Shot At Goal (5),,,,Alfredo Bigatti,732133,Search Livestream,,Shot At Goal,Goal,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,Goal Park Place,,Horton Schwartz,,75;7,February 12. 2020,Goal Park Place (1),,,,Alfredo Bigatti,733266,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Throw-in (4),,,,Nicolas ‘Nico’ Saenz,789800,Search Livestream,Throw-in,,,Group,Cessna,Kimo Huddleston,Cessna win throw-in,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,57;24,February 12. 2020,Shot At Goal (6),,,,Ezequiel ‘Gallego’ Martinez Ferrario,786066,Search Livestream,,Shot At Goal,Wide,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,40000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Knock In (2),,,,Felipe Viana,829900,Search Livestream,Knock In,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,79;18,February 12. 2020,Shot At Goal (7),,,,Felipe Marquez,813566,Search Livestream,,Shot At Goal,Goal,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,Goal Cessna,,Horton Schwartz,,78;4,February 12. 2020,Goal Cessna (1),,,,Felipe Marquez,815500,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Throw-in (5),,,,Nicolas ‘Nico’ Saenz,871224,Search Livestream,Throw-in,,,Group,Cessna,Kimo Huddleston,Cessna win throw-in,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,76;18,February 12. 2020,Shot At Goal (8),,,,Alfredo Bigatti,882166,Search Livestream,,Shot At Goal,Goal,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,Goal Park Place,,Horton Schwartz,,72;4,February 12. 2020,Goal Park Place (2),,,,Alfredo Bigatti,883566,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
Alejandro Muzzio,Successful,Live,Chukka 2,,International Polo Club,,25000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Assist (2),,,,Alejandro Muzzio,899166,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Throw-in (6),,,,Alfredo Bigatti,949600,Search Livestream,Throw-in,,,Group,Park Place,Kimo Huddleston,Park Place win throw-in,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,20000,Non Call,,Right of Way,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Non Call (1),,,,,965700,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,25000,Foul,Penalty 5,Turning,Cessna vs Park Place,Attacking 60,,,Horton Schwartz,,145;52,February 12. 2020,Foul (1),,,,Chip Campbell,973900,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,74;99,147;102,2020
,,Live,Chukka 2,,International Polo Club,,25000,Foul Received,Penalty 5,Turning,Cessna vs Park Place,Defending 60,,,Horton Schwartz,,5;240,February 12. 2020,Foul Received (1),,,,Alejandro Muzzio,973900,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,30000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Penalty 5 (1),,,,Felipe Viana,1031600,Search Livestream,Penalty 5,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Free Hit (2),,,,Nicolas ‘Nico’ Saenz,1052661,Search Livestream,Free Hit,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,25000,Foul,Penalty 30 yards,Right of Way,Cessna vs Park Place,Defending 60,,,Horton Schwartz,,96;236,February 12. 2020,Foul (2),,,,Alejandro Muzzio,1081533,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,12;208,65;217,2020
,,Live,Chukka 2,,International Polo Club,,25000,Foul Received,Penalty 30 yards,Right of Way,Cessna vs Park Place,Attacking 60,,,Horton Schwartz,,53;61,February 12. 2020,Foul Received (2),,,,Nicolas ‘Nico’ Saenz,1081533,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,15000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Penalty 30 yards,Penalty 30 yards,,Post,Ezequiel ‘Gallego’ Martinez Ferrario,1138800,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,30000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Penalty 5 (2),,,,Felipe Viana,1170466,Search Livestream,Penalty 5,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,,International Polo Club,,25000,Foul,Penalty 30 yards,Right of Way,Cessna vs Park Place,Defending 30,,,Horton Schwartz,,94;276,February 12. 2020,Foul (3),,,,Alfredo Bigatti,1197600,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,6;206,57;239,2020
,,Live,Chukka 2,,International Polo Club,,25000,Foul Received,Penalty 30 yards,Right of Way,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,62;25,February 12. 2020,Foul Received (3),,,,Nicolas ‘Nico’ Saenz,1197600,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,15000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Penalty 30 yards (1),Penalty 30 yards,,Goal,Ezequiel ‘Gallego’ Martinez Ferrario,1488933,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,35000,,,,Cessna vs Park Place,,Goal Cessna,,Horton Schwartz,,,February 12. 2020,Goal Cessna (2),,,,Ezequiel ‘Gallego’ Martinez Ferrario,1470300,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Throw-in (7),,,,Nicolas ‘Nico’ Saenz,1525066,Search Livestream,Throw-in,,,Group,Cessna,Kimo Huddleston,Cessna win throw-in,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,25000,Foul,Penalty 60 yards,Reaching,Cessna vs Park Place,Defending Half,,,Horton Schwartz,,5;233,February 12. 2020,Foul (4),,,,Ezequiel ‘Gallego’ Martinez Ferrario,1544666,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,1;177,62;194,2020
,,Live,Chukka 3,,International Polo Club,,25000,Foul Received,Penalty 60 yards,Reaching,Cessna vs Park Place,Attacking 60,,,Horton Schwartz,,147;66,February 12. 2020,Foul Received (4),,,,Alejandro Muzzio,1544666,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,15000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Penalty 60 yards,Penalty 60 yards,,Blocked,Felipe Viana,1620533,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,10000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Penalty Block,,Penalty Block,,Felipe Marquez,1629000,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 60,,,Horton Schwartz,,85;49,February 12. 2020,Shot At Goal (9),,,,Alfredo Bigatti,1628733,Search Livestream,,Shot At Goal,Wide,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,40000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Knock In (3),,,,Nicolas ‘Nico’ Saenz,1677966,Search Livestream,Knock In,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Free Hit (3),,,,Felipe Viana,1704433,Search Livestream,Free Hit,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,25000,Foul,Penalty 60 yards,Right of Way,Cessna vs Park Place,Attacking Half,,,Horton Schwartz,,123;109,February 12. 2020,Foul (5),,,,Alejandro Muzzio,1717100,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,5;190,60;195,2020
,,Live,Chukka 3,,International Polo Club,,25000,Foul Received,Penalty 60 yards,Right of Way,Cessna vs Park Place,Defending Half,,,Horton Schwartz,,22;190,February 12. 2020,Foul Received (5),,,,Chip Campbell,1717366,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,15000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Penalty 60 yards (1),Penalty 60 yards,,Goal,Alejandro Muzzio,1795200,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,35000,,,,Cessna vs Park Place,,Goal Park Place,,Horton Schwartz,,,February 12. 2020,Goal Park Place (3),,,,Alejandro Muzzio,1776766,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Throw-in (8),,,,Ezequiel ‘Gallego’ Martinez Ferrario,1827633,Search Livestream,Throw-in,,,Group,Cessna,Kimo Huddleston,Cessna win throw-in,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,25000,Foul,Penalty 40 yards,Right of Way,Cessna vs Park Place,Defending Half,,,Horton Schwartz,,85;211,February 12. 2020,Foul (6),,,,Felipe Viana,1838300,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,71;207,7;212,2020
,,Live,Chukka 3,,International Polo Club,,25000,Foul Received,Penalty 40 yards,Right of Way,Cessna vs Park Place,Attacking Half,,,Horton Schwartz,,59;90,February 12. 2020,Foul Received (6),,,,Nicolas ‘Nico’ Saenz,1837466,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,15000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Penalty 40 yards,Penalty 40 yards,,Goal,Alejandro Muzzio,1898533,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,40000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Knock In (4),,,,Felipe Viana,1920300,Search Livestream,Knock In,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Free Hit (4),,,,Nicolas ‘Nico’ Saenz,1952133,Search Livestream,Free Hit,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,25000,Foul,Penalty 60 yards,Cross/High Hook,Cessna vs Park Place,Defending Half,,,Horton Schwartz,,143;212,February 12. 2020,Foul (7),,,,Felipe Marquez,2012900,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,4;229,69;209,2020
,,Live,Chukka 3,,International Polo Club,,25000,Foul Received,Penalty 60 yards,Cross/High Hook,Cessna vs Park Place,Attacking Half,,,Horton Schwartz,,7;83,February 12. 2020,Foul Received (7),,,,Alfredo Bigatti,2012900,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,15000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Penalty 60 yards (2),Penalty 60 yards,,Goal,Alejandro Muzzio,2087733,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,35000,,,,Cessna vs Park Place,,Goal Park Place,,Horton Schwartz,,,February 12. 2020,Goal Park Place (4),,,,Alejandro Muzzio,2070666,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Throw-in (9),,,,Felipe Viana,2123366,Search Livestream,Throw-in,,,Group,Park Place,Kimo Huddleston,Park Place win throw-in,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,77;24,February 12. 2020,Shot At Goal (10),,,,Andrey Borodin,2118366,Search Livestream,,Shot At Goal,Goal,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,,International Polo Club,,25000,Foul,Penalty 5,Right of Way,Cessna vs Park Place,Attacking 60,,,Horton Schwartz,,96;43,February 12. 2020,Foul (8),,,,Andrey Borodin,2134566,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,59;118,109;93,2020
